size;array;vector;bst;deque;bittrick deque;tiered vector (k=2);bittrick tiered vector (k=2);deque tiered vector (k=2)
436000;0.119372;0.0218399;0.00151271;0.354852;0.0710708;0.00247868;0.00109071;0.00191457
435500;0.118326;0.0232764;0.00153639;0.357352;0.0717036;0.0024996;0.00115466;0.00189286
435000;0.124526;0.0228469;0.0015585;0.375542;0.0754498;0.0024017;0.00120322;0.00200931
434500;0.117292;0.0237813;0.00153205;0.356049;0.0732929;0.00254065;0.00125098;0.00193747
434000;0.130744;0.0224273;0.00157587;0.362445;0.0726297;0.00238473;0.0011598;0.00196352
433500;0.118893;0.023462;0.00149771;0.378164;0.0762587;0.00241828;0.00117282;0.00202668
433000;0.120709;0.0238267;0.00148902;0.348708;0.0714853;0.00227498;0.00115269;0.0019801
432500;0.118783;0.0230534;0.00155732;0.346455;0.0714671;0.00232156;0.00146494;0.0019351
432000;0.115293;0.0229598;0.0015581;0.37137;0.076284;0.00231012;0.00145231;0.00201365
431500;0.116999;0.0224348;0.0015431;0.346412;0.0699817;0.00231722;0.00135796;0.00191418
431000;0.112249;0.0220697;0.00154389;0.360881;0.0723534;0.00233814;0.00131257;0.00199076
430500;0.115312;0.0225552;0.00153876;0.348573;0.0711087;0.00230538;0.00125612;0.00190589
430000;0.108324;0.0224253;0.00151429;0.354299;0.0710305;0.00225603;0.0012198;0.0019422
429500;0.0973071;0.022659;0.00153797;0.339881;0.0687015;0.00229709;0.00119059;0.00191575
429000;0.0607732;0.0217116;0.00151823;0.344216;0.0694855;0.00224538;0.00109545;0.00191733
428500;0.0575235;0.0225631;0.00154152;0.382072;0.0753365;0.00226038;0.00118111;0.0019876
428000;0.0631745;0.0221534;0.00152179;0.3514;0.0701806;0.00223709;0.00116295;0.00194181
427500;0.0501392;0.0232417;0.00155218;0.354657;0.0721217;0.00236933;0.00121269;0.00193431
427000;0.0505995;0.0237541;0.0015431;0.355723;0.0717182;0.00238986;0.00120638;0.00189681
426500;0.0529467;0.0223839;0.00156205;0.350345;0.0683782;0.00227261;0.00110887;0.00186838
